ObjectKey,Size,ContentType,LastModified
image.png,168436,text/plain; charset=utf-8,2024-10-19 14:56:16
image2.png,227967,application/octet-stream,2024-10-19 15:28:00
image3.png,126719,application/octet-stream,2024-10-19 16:13:00
image4.png,126719,image/jpeg,2024-10-19 18:13:47
